date,week_number,year,warehouse,month,day,orders,holiday_name,holiday,shops_closed,winter_school_holidays,school_holidays,mov_change,precipitation,snow,id,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,is_weekend,month_start_end
2020-12-09,50,2020,Prague_3,12,9,4063.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-09,0,0,1,0,0,0,0,0,0
2020-12-10,50,2020,Brno_1,12,10,6122.0,0,0,0,0,0,0.0,0.8,0.0,Brno_1_2020-12-10,0,0,0,1,0,0,0,0,0
2020-12-10,50,2020,Budapest_1,12,10,4689.0,0,0,0,0,0,0.0,6.6,0.0,Budapest_1_2020-12-10,0,0,0,1,0,0,0,0,0
2020-12-10,50,2020,Prague_1,12,10,7228.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-10,0,0,0,1,0,0,0,0,0
2020-12-10,50,2020,Prague_2,12,10,4191.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-10,0,0,0,1,0,0,0,0,0
2020-12-10,50,2020,Prague_3,12,10,4060.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-10,0,0,0,1,0,0,0,0,0
2020-12-11,50,2020,Brno_1,12,11,6821.0,0,0,0,0,0,0.0,0.9,2.0,Brno_1_2020-12-11,0,0,0,0,1,0,0,0,0
2020-12-11,50,2020,Budapest_1,12,11,4717.0,0,0,0,0,0,0.0,1.0,0.0,Budapest_1_2020-12-11,0,0,0,0,1,0,0,0,0
2020-12-11,50,2020,Prague_1,12,11,7790.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-11,0,0,0,0,1,0,0,0,0
2020-12-11,50,2020,Prague_2,12,11,4569.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-11,0,0,0,0,1,0,0,0,0
2020-12-11,50,2020,Prague_3,12,11,4595.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-11,0,0,0,0,1,0,0,0,0
2020-12-12,50,2020,Brno_1,12,12,6727.0,0,0,0,0,0,0.0,0.5,0.0,Brno_1_2020-12-12,0,0,0,0,0,1,0,1,0
2020-12-12,50,2020,Budapest_1,12,12,4861.0,0,0,0,0,0,0.0,0.5,0.0,Budapest_1_2020-12-12,0,0,0,0,0,1,0,1,0
2020-12-12,50,2020,Prague_1,12,12,7165.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-12,0,0,0,0,0,1,0,1,0
2020-12-12,50,2020,Prague_2,12,12,4089.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-12,0,0,0,0,0,1,0,1,0
2020-12-12,50,2020,Prague_3,12,12,4210.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-12,0,0,0,0,0,1,0,1,0
2020-12-13,50,2020,Brno_1,12,13,5997.0,0,0,0,0,0,0.0,0.0,0.0,Brno_1_2020-12-13,0,0,0,0,0,0,1,1,0
2020-12-13,50,2020,Budapest_1,12,13,4521.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2020-12-13,0,0,0,0,0,0,1,1,0
2020-12-13,50,2020,Prague_1,12,13,6844.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-13,0,0,0,0,0,0,1,1,0
2020-12-13,50,2020,Prague_2,12,13,4074.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-13,0,0,0,0,0,0,1,1,0
2020-12-13,50,2020,Prague_3,12,13,3863.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-13,0,0,0,0,0,0,1,1,0
2020-12-14,51,2020,Brno_1,12,14,5965.0,0,0,0,0,0,0.0,0.0,0.0,Brno_1_2020-12-14,1,0,0,0,0,0,0,0,0
2020-12-14,51,2020,Budapest_1,12,14,4619.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2020-12-14,1,0,0,0,0,0,0,0,0
2020-12-14,51,2020,Prague_1,12,14,7010.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-14,1,0,0,0,0,0,0,0,0
2020-12-14,51,2020,Prague_2,12,14,4207.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-14,1,0,0,0,0,0,0,0,0
2020-12-14,51,2020,Prague_3,12,14,3900.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-14,1,0,0,0,0,0,0,0,0
2020-12-15,51,2020,Brno_1,12,15,6249.0,0,0,0,0,0,0.0,0.5,0.0,Brno_1_2020-12-15,0,1,0,0,0,0,0,0,0
2020-12-15,51,2020,Budapest_1,12,15,4821.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2020-12-15,0,1,0,0,0,0,0,0,0
2020-12-15,51,2020,Prague_1,12,15,7243.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-15,0,1,0,0,0,0,0,0,0
2020-12-15,51,2020,Prague_2,12,15,4296.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-15,0,1,0,0,0,0,0,0,0
2020-12-15,51,2020,Prague_3,12,15,4165.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-15,0,1,0,0,0,0,0,0,0
2020-12-16,51,2020,Brno_1,12,16,6267.0,0,0,0,0,0,0.0,0.0,0.0,Brno_1_2020-12-16,0,0,1,0,0,0,0,0,0
2020-12-16,51,2020,Budapest_1,12,16,4736.0,0,0,0,0,0,0.0,0.8,0.0,Budapest_1_2020-12-16,0,0,1,0,0,0,0,0,0
2020-12-16,51,2020,Prague_1,12,16,7429.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-16,0,0,1,0,0,0,0,0,0
2020-12-16,51,2020,Prague_2,12,16,4277.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-16,0,0,1,0,0,0,0,0,0
2020-12-16,51,2020,Prague_3,12,16,4245.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-16,0,0,1,0,0,0,0,0,0
2020-12-17,51,2020,Brno_1,12,17,6249.0,0,0,0,0,0,0.0,0.0,0.0,Brno_1_2020-12-17,0,0,0,1,0,0,0,0,0
2020-12-17,51,2020,Budapest_1,12,17,4809.0,0,0,0,0,0,0.0,0.5,0.0,Budapest_1_2020-12-17,0,0,0,1,0,0,0,0,0
2020-12-17,51,2020,Prague_1,12,17,7538.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-17,0,0,0,1,0,0,0,0,0
2020-12-17,51,2020,Prague_2,12,17,4387.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-17,0,0,0,1,0,0,0,0,0
2020-12-17,51,2020,Prague_3,12,17,4320.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-17,0,0,0,1,0,0,0,0,0
2020-12-18,51,2020,Brno_1,12,18,7149.0,0,0,0,0,0,0.0,0.3,0.0,Brno_1_2020-12-18,0,0,0,0,1,0,0,0,0
2020-12-18,51,2020,Budapest_1,12,18,5073.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2020-12-18,0,0,0,0,1,0,0,0,0
2020-12-18,51,2020,Prague_1,12,18,8072.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-18,0,0,0,0,1,0,0,0,0
2020-12-18,51,2020,Prague_2,12,18,4505.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-18,0,0,0,0,1,0,0,0,0
2020-12-18,51,2020,Prague_3,12,18,4590.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-18,0,0,0,0,1,0,0,0,0
2020-12-19,51,2020,Brno_1,12,19,6905.0,0,0,0,0,0,0.0,1.8,0.0,Brno_1_2020-12-19,0,0,0,0,0,1,0,1,0
2020-12-19,51,2020,Budapest_1,12,19,4891.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2020-12-19,0,0,0,0,0,1,0,1,0
2020-12-19,51,2020,Prague_1,12,19,7868.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-19,0,0,0,0,0,1,0,1,0
2020-12-19,51,2020,Prague_2,12,19,4548.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-19,0,0,0,0,0,1,0,1,0
2020-12-19,51,2020,Prague_3,12,19,4580.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-19,0,0,0,0,0,1,0,1,0
2020-12-20,51,2020,Brno_1,12,20,6607.0,0,0,0,0,0,0.0,3.0,0.0,Brno_1_2020-12-20,0,0,0,0,0,0,1,1,0
2020-12-20,51,2020,Budapest_1,12,20,4727.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2020-12-20,0,0,0,0,0,0,1,1,0
2020-12-20,51,2020,Prague_1,12,20,8128.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-20,0,0,0,0,0,0,1,1,0
2020-12-20,51,2020,Prague_2,12,20,4642.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-20,0,0,0,0,0,0,1,1,0
2020-12-20,51,2020,Prague_3,12,20,4600.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-20,0,0,0,0,0,0,1,1,0
2020-12-21,52,2020,Brno_1,12,21,7047.0,0,0,0,0,0,0.0,0.1,0.0,Brno_1_2020-12-21,1,0,0,0,0,0,0,0,0
2020-12-21,52,2020,Budapest_1,12,21,5256.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2020-12-21,1,0,0,0,0,0,0,0,0
2020-12-21,52,2020,Prague_1,12,21,8605.0,0,0,0,0,0,0.0,0.9,0.0,Prague_1_2020-12-21,1,0,0,0,0,0,0,0,0
2020-12-21,52,2020,Prague_2,12,21,4877.0,0,0,0,0,0,0.0,0.9,0.0,Prague_2_2020-12-21,1,0,0,0,0,0,0,0,0
2020-12-21,52,2020,Prague_3,12,21,4886.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-21,1,0,0,0,0,0,0,0,0
2020-12-22,52,2020,Brno_1,12,22,7492.0,0,0,0,0,0,0.0,4.9,0.0,Brno_1_2020-12-22,0,1,0,0,0,0,0,0,0
2020-12-22,52,2020,Budapest_1,12,22,5016.0,0,0,0,0,0,0.0,1.1,0.0,Budapest_1_2020-12-22,0,1,0,0,0,0,0,0,0
2020-12-22,52,2020,Prague_1,12,22,8875.0,0,0,0,0,0,0.0,3.1,0.0,Prague_1_2020-12-22,0,1,0,0,0,0,0,0,0
2020-12-22,52,2020,Prague_2,12,22,4977.0,0,0,0,0,0,0.0,3.1,0.0,Prague_2_2020-12-22,0,1,0,0,0,0,0,0,0
2020-12-22,52,2020,Prague_3,12,22,5218.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-22,0,1,0,0,0,0,0,0,0
2020-12-23,52,2020,Brno_1,12,23,7551.0,0,0,0,0,0,0.0,3.5,0.0,Brno_1_2020-12-23,0,0,1,0,0,0,0,0,0
2020-12-23,52,2020,Budapest_1,12,23,5300.0,0,0,0,0,0,0.0,2.3,0.0,Budapest_1_2020-12-23,0,0,1,0,0,0,0,0,0
2020-12-23,52,2020,Prague_1,12,23,8968.0,0,0,0,0,0,0.0,2.8,0.0,Prague_1_2020-12-23,0,0,1,0,0,0,0,0,0
2020-12-23,52,2020,Prague_2,12,23,4745.0,0,0,0,0,0,0.0,2.8,0.0,Prague_2_2020-12-23,0,0,1,0,0,0,0,0,0
2020-12-23,52,2020,Prague_3,12,23,5232.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-23,0,0,1,0,0,0,0,0,0
2020-12-24,52,2020,Brno_1,12,24,4576.0,Christmas Eve,1,0,0,0,0.0,10.7,0.0,Brno_1_2020-12-24,0,0,0,1,0,0,0,0,0
2020-12-24,52,2020,Budapest_1,12,24,3897.0,Christmas Eve,1,0,0,0,0.0,0.0,0.0,Budapest_1_2020-12-24,0,0,0,1,0,0,0,0,0
2020-12-24,52,2020,Prague_1,12,24,4327.0,Christmas Eve,1,0,0,0,0.0,0.2,0.0,Prague_1_2020-12-24,0,0,0,1,0,0,0,0,0
2020-12-24,52,2020,Prague_2,12,24,2722.0,Christmas Eve,1,0,0,0,0.0,0.2,0.0,Prague_2_2020-12-24,0,0,0,1,0,0,0,0,0
2020-12-24,52,2020,Prague_3,12,24,2532.0,Christmas Eve,1,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-24,0,0,0,1,0,0,0,0,0
2020-12-26,52,2020,Brno_1,12,26,6621.0,2nd Christmas Day,1,1,0,0,0.0,0.0,0.0,Brno_1_2020-12-26,0,0,0,0,0,1,0,1,0
2020-12-26,52,2020,Prague_1,12,26,7784.0,2nd Christmas Day,1,1,0,0,0.0,0.0,0.0,Prague_1_2020-12-26,0,0,0,0,0,1,0,1,0
2020-12-26,52,2020,Prague_2,12,26,4067.0,2nd Christmas Day,1,1,0,0,0.0,0.0,0.0,Prague_2_2020-12-26,0,0,0,0,0,1,0,1,0
2020-12-26,52,2020,Prague_3,12,26,4283.0,2nd Christmas Day,1,1,0,0,0.0,0.0,0.0,Prague_3_2020-12-26,0,0,0,0,0,1,0,1,0
2020-12-27,52,2020,Brno_1,12,27,5917.0,0,0,0,0,0,0.0,0.0,0.0,Brno_1_2020-12-27,0,0,0,0,0,0,1,1,0
2020-12-27,52,2020,Budapest_1,12,27,4576.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2020-12-27,0,0,0,0,0,0,1,1,0
2020-12-27,52,2020,Prague_1,12,27,6702.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-27,0,0,0,0,0,0,1,1,0
2020-12-27,52,2020,Prague_2,12,27,4309.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-27,0,0,0,0,0,0,1,1,0
2020-12-27,52,2020,Prague_3,12,27,3874.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-27,0,0,0,0,0,0,1,1,0
2020-12-28,53,2020,Brno_1,12,28,6254.0,0,0,0,0,0,0.0,4.5,0.0,Brno_1_2020-12-28,1,0,0,0,0,0,0,0,0
2020-12-28,53,2020,Budapest_1,12,28,4611.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2020-12-28,1,0,0,0,0,0,0,0,0
2020-12-28,53,2020,Prague_1,12,28,7210.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-28,1,0,0,0,0,0,0,0,0
2020-12-28,53,2020,Prague_2,12,28,4401.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-28,1,0,0,0,0,0,0,0,0
2020-12-28,53,2020,Prague_3,12,28,4126.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-28,1,0,0,0,0,0,0,0,0
2020-12-29,53,2020,Brno_1,12,29,6380.0,0,0,0,0,0,0.0,0.0,0.0,Brno_1_2020-12-29,0,1,0,0,0,0,0,0,0
2020-12-29,53,2020,Budapest_1,12,29,4737.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2020-12-29,0,1,0,0,0,0,0,0,0
2020-12-29,53,2020,Prague_1,12,29,7597.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-29,0,1,0,0,0,0,0,0,0
2020-12-29,53,2020,Prague_2,12,29,4545.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-29,0,1,0,0,0,0,0,0,0
2020-12-29,53,2020,Prague_3,12,29,4280.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-29,0,1,0,0,0,0,0,0,0
2020-12-30,53,2020,Brno_1,12,30,6817.0,0,0,0,0,0,0.0,0.0,0.0,Brno_1_2020-12-30,0,0,1,0,0,0,0,0,0
2020-12-30,53,2020,Budapest_1,12,30,5094.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2020-12-30,0,0,1,0,0,0,0,0,0
2020-12-30,53,2020,Prague_1,12,30,7618.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-30,0,0,1,0,0,0,0,0,0
2020-12-30,53,2020,Prague_2,12,30,4461.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-30,0,0,1,0,0,0,0,0,0
2020-12-30,53,2020,Prague_3,12,30,4506.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-30,0,0,1,0,0,0,0,0,0
2020-12-31,53,2020,Brno_1,12,31,5915.0,0,0,0,0,0,0.0,0.0,0.0,Brno_1_2020-12-31,0,0,0,1,0,0,0,0,1
2020-12-31,53,2020,Budapest_1,12,31,4510.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2020-12-31,0,0,0,1,0,0,0,0,1
2020-12-31,53,2020,Prague_1,12,31,6238.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2020-12-31,0,0,0,1,0,0,0,0,1
2020-12-31,53,2020,Prague_2,12,31,3630.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2020-12-31,0,0,0,1,0,0,0,0,1
2020-12-31,53,2020,Prague_3,12,31,3869.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2020-12-31,0,0,0,1,0,0,0,0,1
2021-01-01,53,2021,Brno_1,1,1,4203.0,New Years Day,1,1,0,0,0.0,0.0,0.0,Brno_1_2021-01-01,0,0,0,0,1,0,0,0,1
2021-01-01,53,2021,Prague_1,1,1,3754.0,New Years Day,1,1,0,0,0.0,0.0,0.0,Prague_1_2021-01-01,0,0,0,0,1,0,0,0,1
2021-01-01,53,2021,Prague_2,1,1,2295.0,New Years Day,1,1,0,0,0.0,0.0,0.0,Prague_2_2021-01-01,0,0,0,0,1,0,0,0,1
2021-01-01,53,2021,Prague_3,1,1,2129.0,New Years Day,1,1,0,0,0.0,0.0,0.0,Prague_3_2021-01-01,0,0,0,0,1,0,0,0,1
2021-01-02,53,2021,Brno_1,1,2,6277.0,0,0,0,0,0,0.0,0.0,0.0,Brno_1_2021-01-02,0,0,0,0,0,1,0,1,0
2021-01-02,53,2021,Budapest_1,1,2,4161.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2021-01-02,0,0,0,0,0,1,0,1,0
2021-01-02,53,2021,Prague_1,1,2,6553.0,0,0,0,0,0,0.0,0.0,0.0,Prague_1_2021-01-02,0,0,0,0,0,1,0,1,0
2021-01-02,53,2021,Prague_2,1,2,4136.0,0,0,0,0,0,0.0,0.0,0.0,Prague_2_2021-01-02,0,0,0,0,0,1,0,1,0
2021-01-02,53,2021,Prague_3,1,2,3825.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2021-01-02,0,0,0,0,0,1,0,1,0
2021-01-03,53,2021,Brno_1,1,3,6095.0,0,0,0,0,0,0.0,1.5,0.0,Brno_1_2021-01-03,0,0,0,0,0,0,1,1,0
2021-01-03,53,2021,Budapest_1,1,3,4209.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2021-01-03,0,0,0,0,0,0,1,1,0
2021-01-03,53,2021,Prague_1,1,3,6841.0,0,0,0,0,0,0.0,1.0,0.0,Prague_1_2021-01-03,0,0,0,0,0,0,1,1,0
2021-01-03,53,2021,Prague_2,1,3,4547.0,0,0,0,0,0,0.0,1.0,0.0,Prague_2_2021-01-03,0,0,0,0,0,0,1,1,0
2021-01-03,53,2021,Prague_3,1,3,4064.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2021-01-03,0,0,0,0,0,0,1,1,0
2021-01-04,1,2021,Brno_1,1,4,6592.0,0,0,0,0,0,0.0,0.3,0.0,Brno_1_2021-01-04,1,0,0,0,0,0,0,0,0
2021-01-04,1,2021,Budapest_1,1,4,4309.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2021-01-04,1,0,0,0,0,0,0,0,0
2021-01-04,1,2021,Prague_1,1,4,7984.0,0,0,0,0,0,0.0,0.3,0.0,Prague_1_2021-01-04,1,0,0,0,0,0,0,0,0
2021-01-04,1,2021,Prague_2,1,4,4631.0,0,0,0,0,0,0.0,0.3,0.0,Prague_2_2021-01-04,1,0,0,0,0,0,0,0,0
2021-01-04,1,2021,Prague_3,1,4,4376.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2021-01-04,1,0,0,0,0,0,0,0,0
2021-01-05,1,2021,Brno_1,1,5,6515.0,0,0,0,0,0,0.0,0.3,1.0,Brno_1_2021-01-05,0,1,0,0,0,0,0,0,0
2021-01-05,1,2021,Budapest_1,1,5,4576.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2021-01-05,0,1,0,0,0,0,0,0,0
2021-01-05,1,2021,Prague_1,1,5,7466.0,0,0,0,0,0,0.0,5.6,1.0,Prague_1_2021-01-05,0,1,0,0,0,0,0,0,0
2021-01-05,1,2021,Prague_2,1,5,4638.0,0,0,0,0,0,0.0,5.6,1.0,Prague_2_2021-01-05,0,1,0,0,0,0,0,0,0
2021-01-05,1,2021,Prague_3,1,5,4264.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2021-01-05,0,1,0,0,0,0,0,0,0
2021-01-06,1,2021,Brno_1,1,6,6615.0,0,0,0,0,0,0.0,0.3,2.0,Brno_1_2021-01-06,0,0,1,0,0,0,0,0,0
2021-01-06,1,2021,Budapest_1,1,6,4606.0,0,0,0,0,0,0.0,0.8,0.0,Budapest_1_2021-01-06,0,0,1,0,0,0,0,0,0
2021-01-06,1,2021,Prague_1,1,6,7422.0,0,0,0,0,0,0.0,0.5,2.0,Prague_1_2021-01-06,0,0,1,0,0,0,0,0,0
2021-01-06,1,2021,Prague_2,1,6,4549.0,0,0,0,0,0,0.0,0.5,2.0,Prague_2_2021-01-06,0,0,1,0,0,0,0,0,0
2021-01-06,1,2021,Prague_3,1,6,4322.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2021-01-06,0,0,1,0,0,0,0,0,0
2021-01-07,1,2021,Brno_1,1,7,6643.0,0,0,0,0,0,0.0,11.9,8.0,Brno_1_2021-01-07,0,0,0,1,0,0,0,0,0
2021-01-07,1,2021,Budapest_1,1,7,4534.0,0,0,0,0,0,0.0,3.3,0.0,Budapest_1_2021-01-07,0,0,0,1,0,0,0,0,0
2021-01-07,1,2021,Prague_1,1,7,7669.0,0,0,0,0,0,0.0,9.4,8.0,Prague_1_2021-01-07,0,0,0,1,0,0,0,0,0
2021-01-07,1,2021,Prague_2,1,7,4463.0,0,0,0,0,0,0.0,9.4,8.0,Prague_2_2021-01-07,0,0,0,1,0,0,0,0,0
2021-01-07,1,2021,Prague_3,1,7,4393.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2021-01-07,0,0,0,1,0,0,0,0,0
2021-01-08,1,2021,Brno_1,1,8,7215.0,0,0,0,0,0,0.0,0.8,6.0,Brno_1_2021-01-08,0,0,0,0,1,0,0,0,0
2021-01-08,1,2021,Budapest_1,1,8,4897.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2021-01-08,0,0,0,0,1,0,0,0,0
2021-01-08,1,2021,Prague_1,1,8,8083.0,0,0,0,0,0,0.0,0.0,6.0,Prague_1_2021-01-08,0,0,0,0,1,0,0,0,0
2021-01-08,1,2021,Prague_2,1,8,4692.0,0,0,0,0,0,0.0,0.0,6.0,Prague_2_2021-01-08,0,0,0,0,1,0,0,0,0
2021-01-08,1,2021,Prague_3,1,8,4656.0,0,0,0,0,0,0.0,0.0,0.0,Prague_3_2021-01-08,0,0,0,0,1,0,0,0,0
2021-01-09,1,2021,Brno_1,1,9,6765.0,0,0,0,0,0,0.0,0.5,4.0,Brno_1_2021-01-09,0,0,0,0,0,1,0,1,0
2021-01-09,1,2021,Budapest_1,1,9,4634.0,0,0,0,0,0,0.0,0.0,0.0,Budapest_1_2021-01-09,0,0,0,0,0,1,0,1,0
